name,price,profit
action0,23.614685542893326,43.28856769974588
action1,462.21637996689856,20.565712446095695
action2,20.945148220988706,23.817938694275586
action3,8.285540759751514,31.891407878802983
action4,156.5658383857419,43.617402783348304
action5,351.2310797992758,12.72503669684047
action6,343.2542572621804,67.41687922807147
action7,165.8906922402081,59.666396623689984
action8,276.5229549737779,64.05207777000285
action9,386.91696157270053,59.20773789099512
action10,70.45206192115471,84.39691355877704
action11,491.1165828122333,93.76586160105188
action12,235.5989495757783,33.35026577124096
action13,353.4442570738521,52.2928174393891
action14,93.88915414619461,51.01736134950633
action15,293.72018783488,83.48181292272163
action16,205.94028237685845,61.79886206112109
action17,491.02633788608244,39.40233919954972
action18,268.88475711448433,22.826115253628572
action19,393.8709065254472,82.28409905665673
action20,319.84851674873033,23.574282108547163
action21,472.4968091393438,88.0729694153477
action22,96.07403681109709,9.859010633229865
action23,313.13707254384707,51.78423634471162
action24,92.06872132760385,94.78057832788319
action25,191.55664044440385,12.331691398650324
action26,461.9948717532085,66.1099341299253
action27,249.82981316171555,80.71882499175872
action28,262.1619469218498,3.167390126065139
action29,105.80079697702753,21.542705977722914
action30,492.63789046201447,47.99867170085129
action31,482.1720312632762,67.74574838404438
action32,197.3688036787177,12.321089262983241
action33,172.9463373894056,83.49134045795867
action34,67.92523379291524,82.71120501196737
action35,13.932045496453147,36.05175683810925
action36,71.49640540290717,28.31638648934018
action37,301.99925600167535,99.75261679844014
action38,204.9512107784213,75.29957943360459
action39,304.2639320270191,91.37085753169691
action40,230.05045191673594,31.96874720033211
action41,297.9356904426523,96.60410626630187
action42,81.9960005939011,56.540753106658826
action43,499.89907358177436,6.8599872162633035
action44,170.68919648134792,91.79857656571697
action45,207.94897113300823,12.291665958996656
action46,29.091312930307907,15.296839738346808
action47,294.9173402024055,91.89234745806729
action48,182.2054277206062,14.609029271547305
action49,315.91169848010145,17.26936062775357
action50,82.1774568336493,49.216875873642294
action51,359.06310382942087,60.32333309858543
action52,435.0194109984784,80.82193939615252
action53,38.25189546538105,41.23852638038109
action54,4.036840855013233,2.742437591088801
action55,262.2482497145531,51.95999699492461
action56,260.10568241575453,71.06656729276787
action57,495.5199639043415,17.127755191549433
action58,114.75730011831621,82.61346654097565
action59,169.0729467843307,75.75089649599707
action60,369.745684810576,75.52233338266237
action61,19.438766634026237,96.72253170488028
action62,322.1465175518533,95.1330563911042
action63,401.02932884113306,59.82816662240597
action64,204.61424378200348,86.98251044653217
action65,473.4314792272023,61.94730154972208
action66,36.129564988290404,34.32233484102057
action67,189.111905427747,15.357273198806185
action68,152.54576321419228,37.06503780865021
action69,77.59093689130349,93.90668540394546
action70,477.9782476661097,67.24519155458808
action71,486.2352527576832,25.695582766674857
action72,269.1641109334978,95.74083993360966
action73,210.36776447799414,67.45188321614211
action74,50.41896546156986,33.4987524887666
action75,131.2382096016853,90.30804468168034
action76,306.7454668397545,9.251872231214987
action77,411.5793103728098,56.07092059205107
action78,443.8279883323234,7.0341446411716655
action79,480.7900851109411,63.296701811111326
action80,52.97859718065995,29.78705010802063
action81,484.25424240703546,18.819351206756096
action82,43.88783852383648,9.346955604017147
action83,111.67605234245718,57.125904560622125
action84,321.2368941563276,65.60132801872376
action85,219.9036772479353,92.67575035536849
action86,130.27618715359873,54.233042190769474
action87,1.068362339092998,45.45523730410632
action88,146.53831041935933,39.47300839980653
action89,377.5422329229893,74.60460058494414
action90,24.48414028911658,13.529522496608488
action91,376.35683590217263,48.21626726713889
action92,105.67981731861161,98.48741204813545
action93,52.126770121610456,85.75348169949956
action94,459.9556676924339,85.39547606017965
action95,111.46866822389535,31.112218838220652
action96,370.6420903343805,9.315730828428416
action97,386.32604862327935,78.18579628723207
action98,58.026087917768,37.347362983381416
action99,1.3541772790114122,43.79367776417282
