name,price,profit
action0,83.28236923951847,81.79529530304127
action1,252.13602932477067,45.29601120746398
action2,474.18812581840024,46.75058843811451
action3,223.05741032162217,57.574316787723355
action4,393.19920053358715,76.06570195080566
action5,79.80808277493792,46.93723971768746
action6,278.8786037295897,18.652346989410884
action7,219.6116453025826,6.416978327708585
action8,474.87694991198924,54.07995418965227
action9,456.55908393562714,16.64542170770669
action10,361.18153503799005,28.070748841701583
action11,488.05049775047263,28.13404169380562
action12,254.3279301031446,95.15618081888707
action13,23.522923324380365,81.042894472549
action14,247.09840343111375,39.46577397083554
action15,230.67216519941908,4.777044335960859
action16,436.5350401316819,84.4023168262612
action17,151.341158453356,80.14916553670058
action18,269.95744258903557,70.10411962553317
action19,118.65785312710732,91.00329341175683
action20,231.29667231305294,23.99513904498141
action21,424.75853976621676,15.025658107809376
action22,221.27677769940502,5.998619605329523
action23,326.9376686134988,46.595781069929764
action24,434.5439662683353,11.308503112285196
action25,110.98424014639937,23.271829131775576
action26,106.67675953077753,94.30371951319032
action27,150.7383636376953,73.30528082595762
action28,262.9213815529939,3.952517760755482
action29,464.45637132615286,47.857414112557954
action30,313.2481531468573,5.021301656933447
action31,145.35605046012137,15.005290995054871
action32,131.9851839454628,74.60739082294842
action33,81.25180417406672,62.438805018535874
action34,122.4217672440101,54.9607817292193
action35,31.53282923609405,13.845321941426624
action36,78.50307207634768,71.05725846380977
action37,202.9959948133615,70.88815920604283
action38,450.8351694159693,85.31616119073765
action39,475.8085496149034,20.388447783597236
action40,384.0896979351391,99.86445723010743
action41,39.44511740867368,4.486601267684751
action42,196.2909242251542,37.0678460787847
action43,198.41135557422743,33.50977536711262
action44,88.07218272536397,81.23246760634595
action45,123.13014332761462,68.98407141035584
action46,28.18534379377835,64.62230077669732
action47,378.5043694459099,77.7511345700552
action48,132.30838148124982,38.83384446211813
action49,344.6524100012553,31.799878637545522
action50,116.7598515492143,44.2141398013661
action51,423.04616324140534,30.722230648019167
action52,112.08566365145258,6.276747405586349
action53,265.4178234679247,13.028081289884927
action54,183.2220567266787,20.920300507153016
action55,77.87419612731989,42.40909941892497
action56,124.5619319848815,54.24975224794922
action57,89.06479114843863,14.972502503841747
action58,311.55641588598354,73.90321964743178
action59,17.203135694456922,46.52527032383179
action60,336.93713830325584,35.2235794186794
action61,322.1036077686522,26.235146461680074
action62,402.5661816474921,2.1378748595040857
action63,304.81865321847226,30.684736729804253
